State,Year,District,Taluka,Pre-Monsoon Level (mbgl),Post-Monsoon Level (mbgl),Annual Recharge (MCM),Extractable Resource (MCM),Total Extraction (MCM),Extraction Stage (%),Groundwater Category,Area / Pocket,Subdivision
Maharashtra,2024,Nagpur,Savner,6.8,3.1,118.6,112.67,89.4,79.35%,Semi-Critical,,
Maharashtra,2024,Nagpur,Kalmeshwar,8.4,4.6,105.3,100.04,92.8,92.76%,Critical,,
Maharashtra,2024,Nagpur,Ramtek,4.8,1.8,122.4,116.28,48.5,41.71%,Safe,,
Maharashtra,2024,Nagpur,Parseoni,4.6,1.65,96.5,91.68,36.2,39.48%,Safe,,
Maharashtra,2024,Nagpur,Mouda,5,1.95,114.2,108.49,52.4,48.30%,Safe,,
Maharashtra,2024,Nagpur,Umred,5.75,2.5,108.7,103.27,62.1,60.13%,Safe,,
Maharashtra,2024,Nagpur,Bhiwapur,5.3,2.2,78.9,74.96,38.4,51.23%,Safe,,
Maharashtra,2024,Nagpur,Kuhi,5.4,2.35,125.1,118.85,54.8,46.11%,Safe,,
Maharashtra,2024,Nanded,Ardhapur,7.1,3.65,82.4,78.28,66.4,84.82%,Semi-Critical,,
Maharashtra,2024,Nanded,Bhokar,6.4,3.1,94.6,89.87,62.1,69.10%,Safe,,
Maharashtra,2024,Nanded,Biloli,5.95,2.85,88.5,84.08,58.4,69.46%,Safe,,
Maharashtra,2024,Nanded,Degloor,6.7,3.4,105.3,100.04,78.2,78.17%,Semi-Critical,,
Maharashtra,2024,Nanded,Dharmabad,5.7,2.65,68.2,64.79,42.5,65.60%,Safe,,
Maharashtra,2024,Nanded,Hadgaon,7.45,3.9,158.4,150.48,132.6,88.12%,Semi-Critical,,
Maharashtra,2024,Nanded,Himayatnagar,6.1,2.95,74.2,70.49,48.6,68.95%,Safe,,
Maharashtra,2024,Nanded,Kandhar,7.6,4.1,118.6,112.67,96.4,85.56%,Semi-Critical,,
Maharashtra,2024,Nanded,Kinwat,4.4,1.45,165.2,156.94,32.4,20.64%,Safe,,
Maharashtra,2024,Nanded,Loha,7.45,4,134.8,128.06,104.5,81.60%,Semi-Critical,,
Maharashtra,2024,Nanded,Mahur,4.15,1.3,92.5,87.88,18.2,20.71%,Safe,,
Maharashtra,2024,Nanded,Mudkhed,6.8,3.5,62.1,59,49.8,84.41%,Semi-Critical,,
Maharashtra,2024,Nanded,Mukhed,7.25,3.8,122.4,116.28,92.1,79.21%,Semi-Critical,,
Maharashtra,2024,Nanded,Naigaon,6.9,3.6,98.7,93.77,74.5,79.45%,Semi-Critical,,
Maharashtra,2024,Nanded,Nanded,6.7,3.25,112.4,106.78,78.6,73.61%,Semi-Critical,,
Maharashtra,2024,Nanded,Umari,6.05,2.8,58.9,55.96,38.4,68.62%,Safe,,
Maharashtra,2024,Nandurbar,Akkalkuwa,4.6,1.9,92.5,87.88,21.4,24.35%,Safe,,
Maharashtra,2024,Nandurbar,Akrani,3.9,1.3,78.4,74.48,11.5,15.44%,Safe,,
Maharashtra,2024,Nandurbar,Nandurbar,7.1,3.8,128.6,122.17,92.4,75.63%,Semi-Critical,,
Maharashtra,2024,Nandurbar,Nawapur,5.9,2.6,115.4,109.63,64.2,58.56%,Safe,,
Maharashtra,2024,Nandurbar,Shahada,9.5,5.4,168.2,159.79,152.4,95.38%,Critical,,
Maharashtra,2024,Nandurbar,Taloda,6.6,3.3,84.5,80.28,54.6,68.01%,Safe,,
Maharashtra,2024,Nashik,Nashik,6.1,2.9,134.8,128.06,82.4,64.34%,Safe,,
Maharashtra,2024,Nashik,Igatpuri,3.3,0.85,112.5,106.88,22.1,20.68%,Safe,,
Maharashtra,2024,Nashik,Trimbakeshwar,3.45,0.95,98.4,93.48,18.5,19.79%,Safe,,
Maharashtra,2024,Nashik,Dindori,6.7,3.4,158.2,150.29,121.4,80.78%,Semi-Critical,,
Maharashtra,2024,Nashik,Peth,3.9,1.1,84.6,80.37,14.2,17.67%,Safe,,
Maharashtra,2024,Nashik,Kalwan,5.7,2.65,105.4,100.13,74.5,74.40%,Safe,,
Maharashtra,2024,Nashik,Surgana,3.7,1.05,92.3,87.69,11.8,13.46%,Safe,,
Maharashtra,2024,Nashik,Chandwad,8.4,4.6,96.5,91.68,84.6,92.28%,Critical,,
Maharashtra,2024,Nashik,Deola,7.9,4.3,82.4,78.28,68.3,87.25%,Semi-Critical,,
Maharashtra,2024,Nashik,Baglan,7.4,4.1,148.6,141.17,118.4,83.87%,Semi-Critical,,
Maharashtra,2024,Nashik,Malegaon,7.65,4.25,185.3,176.04,138.2,78.50%,Semi-Critical,,
Maharashtra,2024,Nashik,Nandgaon,8.1,4.7,78.5,74.58,58.4,78.30%,Semi-Critical,,
Maharashtra,2024,Nashik,Yeola,8.9,5.1,102.4,97.28,91.5,94.06%,Critical,,
Maharashtra,2024,Nashik,Niphad,10.2,6.1,168.5,160.08,178.4,111.44%,Over-Exploited,,
Maharashtra,2024,Nashik,Sinnar,9.5,5.6,122.6,116.47,124.8,107.15%,Over-Exploited,,
Maharashtra,2024,Palghar,Palghar,5.4,1.9,122.4,116.28,48.2,41.45%,Safe (Saline Risk),,
Maharashtra,2024,Palghar,Vasai,5.85,2.2,96.5,91.68,54.1,59.01%,Safe,,
Maharashtra,2024,Palghar,Dahanu,4.9,1.65,114.2,108.49,36.5,33.64%,Safe (Saline Risk),,
Maharashtra,2024,Palghar,Talasari,4.6,1.4,68.4,64.98,18.2,28.01%,Safe,,
Maharashtra,2024,Palghar,Wada,4.4,1.3,125.1,118.85,32.4,27.26%,Safe,,
Maharashtra,2024,Palghar,Vikramgad,4.15,1.15,88.5,84.08,21.6,25.69%,Safe,,
Maharashtra,2024,Palghar,Jawhar,3.8,0.9,78.9,74.96,12.4,16.54%,Safe,,
Maharashtra,2024,Palghar,Mokhada,3.9,1,62.4,59.28,11.2,18.90%,Safe,,
Maharashtra,2024,Parbhani,Parbhani,6.8,3.5,148.55,141.12,101.4,71.85%,Semi-Critical,,Parbhani
Maharashtra,2024,Parbhani,Selu,7.35,3.8,118.42,112.5,92.5,82.22%,Semi-Critical,,Selu
Maharashtra,2024,Parbhani,Jintur,8.1,4.5,152.1,144.5,118.4,81.94%,Semi-Critical,,Selu
Maharashtra,2024,Parbhani,Gangakhed,6.1,2.9,102.5,97.38,68.2,70.04%,Safe,,Gangakhed
Maharashtra,2024,Parbhani,Purna,5.75,2.6,92.6,87.97,56.4,64.11%,Safe,,Gangakhed
Maharashtra,2024,Parbhani,Palam,5.9,2.8,78.9,74.96,48.5,64.70%,Safe,,Gangakhed
Maharashtra,2024,Parbhani,Pathri,6.4,3.1,85.3,81.04,54.1,66.76%,Safe,,Pathri
Maharashtra,2024,Parbhani,Manwath,6.65,3.3,82.4,78.28,58.2,74.35%,Semi-Critical,,Pathri
Maharashtra,2024,Parbhani,Sonpeth,6,2.5,65.4,62.13,38.6,62.13%,Safe,,Pathri
Maharashtra,2024,Pune,Pune City / Haveli,6.4,2.5,162.5,154.38,112.4,72.81%,Semi-Critical,,
Maharashtra,2024,Pune,Pimpri-Chinchwad,5.9,2.1,85.2,80.94,54.5,67.33%,Safe,,
Maharashtra,2024,Pune,Maval,3.65,0.9,138.4,131.48,31.25,23.77%,Safe,,
Maharashtra,2024,Pune,Mulshi,3.3,0.75,114.2,108.49,22.4,20.65%,Safe,,
Maharashtra,2024,Pune,Velhe,2.9,0.55,81.3,77.24,10.8,13.98%,Safe,,
Maharashtra,2024,Pune,Bhor,4.3,1.3,102.5,97.38,36.4,37.38%,Safe,,
Maharashtra,2024,Pune,Purandar,7.6,3.9,110.4,104.88,85.2,81.24%,Semi-Critical,,
Maharashtra,2024,Pune,Baramati,9.2,5.25,148.6,141.17,152.4,107.95%,Over-Exploited,,
Maharashtra,2024,Pune,Daund,8.1,4.3,125.1,118.85,102.5,86.24%,Semi-Critical,,
Maharashtra,2024,Pune,Indapur,8.85,4.95,162.1,154,164.2,106.62%,Over-Exploited,,
Maharashtra,2024,Pune,Shirur,8.5,4.6,142.8,135.66,126.8,93.47%,Critical,,
Maharashtra,2024,Pune,Khed,6.9,3.2,178.4,169.48,124.5,73.46%,Semi-Critical,,
Maharashtra,2024,Pune,Junnar,6.55,3,192.6,182.97,131.2,71.71%,Semi-Critical,,
Maharashtra,2024,Raigad,Alibag,4.4,1.3,96.5,91.68,32.4,35.34%,Safe (Saline Risk),,
Maharashtra,2024,Raigad,Karjat,5.45,1.95,118.2,112.29,42.15,37.54%,Safe,,
Maharashtra,2024,Raigad,Khalapur,5.3,2.1,90.65,86.12,48.6,56.43%,Safe,,
Maharashtra,2024,Raigad,Mahad,3.9,1.1,145.8,138.51,26.8,19.35%,Safe,,
Maharashtra,2024,Raigad,Mangaon,4.6,1.6,128.4,121.98,36.15,29.64%,Safe,,
Maharashtra,2024,Raigad,Mhasala,4.1,1.35,65.4,62.13,14.5,23.34%,Safe,,
Maharashtra,2024,Raigad,Murud,4.25,1.4,60.8,57.76,17.8,30.82%,Safe (Saline Risk),,
Maharashtra,2024,Raigad,Panvel,5.9,2.4,162.4,154.28,92.4,59.89%,Safe,,
Maharashtra,2024,Raigad,Pen,4.8,1.7,105.3,100.04,34.8,34.79%,Safe,,
Maharashtra,2024,Raigad,Poladpur,3.6,0.9,76.5,72.68,11.2,15.41%,Safe,,
Maharashtra,2024,Raigad,Roha,4.7,1.65,102.5,97.38,29.5,30.30%,Safe,,
Maharashtra,2024,Raigad,Shrivardhan,4.35,1.5,70.12,66.61,20.4,30.63%,Safe (Saline Risk),,
Maharashtra,2024,Raigad,Sudhagad,4.2,1.3,85.2,80.94,22.1,27.30%,Safe,,
Maharashtra,2024,Raigad,Tala,4.15,1.2,56.4,53.58,11.5,21.46%,Safe,,
Maharashtra,2024,Raigad,Uran,5.1,1.85,48.2,45.79,24.2,52.85%,Safe (Saline Risk),,
Maharashtra,2024,Ratnagiri,Dapoli,4.8,1.6,110.45,104.93,31.1,29.64%,Safe (Saline Risk),,
Maharashtra,2024,Ratnagiri,Mandangad,4.1,1.1,66.2,62.89,13.8,21.94%,Safe,,
Maharashtra,2024,Ratnagiri,Khed,5.15,1.7,131.4,124.83,36.5,29.24%,Safe,,
Maharashtra,2024,Ratnagiri,Chiplun,4.95,1.5,154.6,146.87,48.2,32.82%,Safe,,
Maharashtra,2024,Ratnagiri,Guhagar,4.3,1.35,85.2,80.94,22.4,27.67%,Safe (Saline Risk),,
Maharashtra,2024,Ratnagiri,Ratnagiri,5.4,1.9,142.8,135.66,55.1,40.62%,Safe (Saline Risk),,
Maharashtra,2024,Ratnagiri,Sangameshwar,4.6,1.4,158.5,150.58,32.15,21.35%,Safe,,
Maharashtra,2024,Ratnagiri,Lanja,4.5,1.3,90.65,86.12,20.4,23.69%,Safe,,
Maharashtra,2024,Ratnagiri,Rajapur,4.85,1.65,115.3,109.54,26.8,24.47%,Safe (Saline Risk),,
Maharashtra,2024,Sangli,Miraj,6.55,3.2,162.4,154.28,120.5,78.10%,Semi-Critical,,
Maharashtra,2024,Sangli,Walwa,5.9,2.8,158.5,150.58,114.2,75.84%,Semi-Critical,,
Maharashtra,2024,Sangli,Tasgaon,8.2,4.6,110.2,104.69,98.4,94.00%,Critical,,
Maharashtra,2024,Sangli,Shirala,3.5,0.85,115.6,109.82,22.4,20.40%,Safe,,
Maharashtra,2024,Sangli,Palus,5.4,2.1,74.2,70.49,48.5,68.80%,Safe,,
Maharashtra,2024,Sangli,Kadegaon,6.2,2.9,88.5,84.08,62.1,73.86%,Semi-Critical,,
Maharashtra,2024,Sangli,Khanapur,7.45,3.9,94.6,89.87,74.2,82.56%,Semi-Critical,,
Maharashtra,2024,Sangli,Atpadi,8.8,5.1,65.4,62.13,66.8,107.52%,Over-Exploited,,
Maharashtra,2024,Sangli,Kavathe Mahankal,8.5,4.8,81.3,77.24,72.5,93.86%,Critical,,
Maharashtra,2024,Sangli,Jat,9.5,5.5,142.8,135.66,148.5,109.46%,Over-Exploited,,
Maharashtra,2024,Satara,Satara,6.4,2.6,142.5,135.38,84.5,62.42%,Safe,,
Maharashtra,2024,Satara,Karhad,6.8,3.1,172.4,163.78,124.6,76.08%,Semi-Critical,,
Maharashtra,2024,Satara,Wai,5.9,2.3,96.5,91.68,62.4,68.06%,Safe,,
Maharashtra,2024,Satara,Phaltan,8.9,4.9,145.8,138.51,128.2,92.56%,Critical,,
Maharashtra,2024,Satara,Koregaon,7.4,3.9,121.6,115.52,88.5,76.61%,Semi-Critical,,
Maharashtra,2024,Satara,Patan,3.6,0.9,158.2,150.29,28.4,18.89%,Safe,,
Maharashtra,2024,Satara,Khatav,9.4,5.4,114.2,108.49,114.6,105.63%,Over-Exploited,,
Maharashtra,2024,Satara,Man,9.9,5.9,105.3,100.04,108.2,108.16%,Over-Exploited,,
Maharashtra,2024,Satara,Khandala,7.1,3.6,81.4,77.33,58.2,75.26%,Semi-Critical,,
Maharashtra,2024,Satara,Jaoli,3.3,0.7,92.4,87.78,14.2,16.18%,Safe,,
Maharashtra,2024,Satara,Mahabaleshwar,2.9,0.5,68.5,65.08,6.8,10.45%,Safe,,
Maharashtra,2024,Sindhudurg,Devgad,4.9,1.85,114.5,108.78,29.5,27.12%,Safe (Saline Risk),,
Maharashtra,2024,Sindhudurg,Dodamarg,3.1,0.9,85.2,80.94,11.5,14.21%,Safe,,
Maharashtra,2024,Sindhudurg,Kankavli,5.2,2.1,134.8,128.06,32.4,25.30%,Safe,,
Maharashtra,2024,Sindhudurg,Kudal,4.6,1.6,148.2,140.79,36.15,25.68%,Safe,,
Maharashtra,2024,Sindhudurg,Malvan,4.8,1.7,112.4,106.78,28.6,26.78%,Safe (Saline Risk),,
Maharashtra,2024,Sindhudurg,Sawantwadi,3.9,1.1,158.6,150.67,26.8,17.79%,Safe,,
Maharashtra,2024,Sindhudurg,Vaibhavwadi,4.1,1.3,78.5,74.58,14.5,19.44%,Safe,,
Maharashtra,2024,Sindhudurg,Vengurla,4.3,1.5,72.8,69.16,21.2,30.65%,Safe (Saline Risk),,
Maharashtra,2024,Solapur,North Solapur,8.5,4.8,94.5,89.78,72.4,80.64%,Semi-Critical,,
Maharashtra,2024,Solapur,South Solapur,8.9,5.1,112.4,106.78,90.5,84.75%,Semi-Critical,,
Maharashtra,2024,Solapur,Akkalkot,9.2,5.5,145.8,138.51,125.6,90.68%,Critical,,
Maharashtra,2024,Solapur,Barshi,7.9,4.2,162.1,154,121.4,78.83%,Semi-Critical,,
Maharashtra,2024,Solapur,Karmala,9,5.2,119.5,113.53,101.5,89.40%,Semi-Critical,,
Maharashtra,2024,Solapur,Madha,8.2,4.9,135.4,128.63,110.2,85.67%,Semi-Critical,,
Maharashtra,2024,Solapur,Malshiras,10.8,6.5,192.6,182.97,202.1,110.45%,Over-Exploited,,
Maharashtra,2024,Solapur,Mangalwedha,9.1,5.3,100.5,95.48,86.8,90.91%,Critical,,
Maharashtra,2024,Solapur,Mohol,7.65,3.9,115.8,110.01,82.4,74.90%,Semi-Critical,,
Maharashtra,2024,Solapur,Pandharpur,9.8,6,151.2,143.64,155.4,108.19%,Over-Exploited,,
Maharashtra,2024,Solapur,Sangola,10.2,6.2,110.4,104.88,114.2,108.89%,Over-Exploited,,
Maharashtra,2024,Thane,Thane,5.2,1.9,48.2,45.79,11.2,24.46%,Safe,,
Maharashtra,2024,Thane,Kalyan,5.9,2.4,72.15,68.54,22.4,32.68%,Safe,,
Maharashtra,2024,Thane,Bhiwandi,6.1,2.65,121.4,115.33,42.15,36.55%,Safe,,
Maharashtra,2024,Thane,Shahapur,4.1,1.1,165.8,157.51,24.6,15.62%,Safe,,
Maharashtra,2024,Thane,Murbad,4.4,1.3,118.5,112.58,21.3,18.92%,Safe,,
Maharashtra,2024,Thane,Ambernath,5.5,2.1,56.4,53.58,14.5,27.06%,Safe,,
Maharashtra,2024,Thane,Ulhasnagar,4.9,1.85,15.1,14.35,4.2,29.27%,Safe,,
Maharashtra,2024,Wardha,Wardha,6.5,2.8,124.55,118.32,70.15,59.29%,Safe,,
Maharashtra,2024,Wardha,Arvi,7.9,4.3,108.42,103,79.52,77.20%,Semi-Critical,,
Maharashtra,2024,Wardha,Ashti,7.1,3.65,70.12,66.61,42.18,63.32%,Safe,,
Maharashtra,2024,Wardha,Deoli,5.95,2.9,116.8,110.96,68.45,61.69%,Safe,,
Maharashtra,2024,Wardha,Hinganghat,6.2,3.1,138.92,131.97,84.6,64.11%,Safe,,
Maharashtra,2024,Wardha,Karanja,7.45,4.1,90.65,86.12,65.1,75.59%,Semi-Critical,,
Maharashtra,2024,Wardha,Samudrapur,5.4,2.2,95.18,90.42,41.25,45.62%,Safe,,
Maharashtra,2024,Wardha,Seloo,6.7,3.25,99.45,94.48,60.12,63.63%,Safe,,
Maharashtra,2024,Washim,Washim,6.7 - 12.2,3.0 - 5.8,111.8,106.21,74.1,69.77%,Safe,,
Maharashtra,2024,Washim,Malegaon,6.2 - 11.8,2.7 - 5.3,94.6,89.87,62,68.99%,Safe,,
Maharashtra,2024,Washim,Risod,7.0 - 13.0,3.4 - 6.2,115.3,109.54,81.8,74.68%,Safe,,
Maharashtra,2024,Washim,Mangrulpir,7.4 - 14.0,4.0 - 7.4,86.4,82.08,65.8,80.17%,Semi-Critical,,
Maharashtra,2024,Washim,Karanja,7.7 - 14.5,4.2 - 7.8,102.5,97.38,79.1,81.23%,Semi-Critical,,
Maharashtra,2024,Washim,Manora,6.0 - 10.8,2.4 - 5.0,82.8,78.66,44.5,56.57%,Safe,,
Maharashtra,2024,Yavatmal,Arni,6.4 - 11.8,3.2 - 5.8,110.5,104.98,73.8,70.30%,Semi-Critical,,
Maharashtra,2024,Yavatmal,Babhulgaon,6.0 - 11.0,2.7 - 5.2,86.4,82.08,50.8,61.89%,Safe,,
Maharashtra,2024,Yavatmal,Darwha,7.2 - 13.8,4.0 - 7.4,116.2,110.39,85.6,77.54%,Semi-Critical,,
Maharashtra,2024,Yavatmal,Digras,7.4 - 14.0,4.1 - 7.5,80.5,76.48,63.8,83.42%,Semi-Critical,,
Maharashtra,2024,Yavatmal,Ghatanji,5.8 - 10.5,2.4 - 5.0,92.4,87.78,41.5,47.28%,Safe,,
Maharashtra,2024,Yavatmal,Kalamb,6.2 - 11.5,3.0 - 5.6,83.6,79.42,52.1,65.60%,Safe,,
Maharashtra,2024,Yavatmal,Kelapur,5.4 - 10.0,2.2 - 4.6,100.2,95.19,48,50.43%,Safe,,
Maharashtra,2024,Yavatmal,Mahagaon,7.0 - 13.0,3.7 - 6.8,112.1,106.5,81.8,76.81%,Semi-Critical,,
Maharashtra,2024,Yavatmal,Maregaon,5.2 - 9.8,2.0 - 4.3,72.8,69.16,32,46.27%,Safe,,
Maharashtra,2024,Yavatmal,Ner,7.3 - 13.5,3.8 - 7.1,90.4,85.88,67.5,78.60%,Semi-Critical,,
Maharashtra,2024,Yavatmal,Pusad,8.0 - 15.2,4.5 - 8.5,145.8,138.51,117.8,85.05%,Semi-Critical,,
Maharashtra,2024,Yavatmal,Ralegaon,5.6 - 10.2,2.3 - 4.7,94.5,89.78,44.2,49.23%,Safe,,
Maharashtra,2024,Yavatmal,Umarkhed,7.8 - 14.8,4.2 - 8.0,131.6,125.02,103.5,82.79%,Semi-Critical,,
Maharashtra,2024,Yavatmal,Wani,6.2 - 11.2,2.9 - 5.4,119.8,113.81,77.8,68.36%,Safe,,
Maharashtra,2024,Yavatmal,Yavatmal,6.7 - 12.5,3.4 - 6.2,125.4,119.13,88,73.87%,Semi-Critical,,
Maharashtra,2024,Yavatmal,Zari Jamani,5.0 - 9.5,1.8 - 4.0,66.5,63.18,21.8,34.50%,Safe,,
State,Year,District,Taluka,Pre-Monsoon Level (mbgl),Post-Monsoon Level (mbgl),Annual Recharge (MCM),Extractable Resource (MCM),Total Extraction (MCM),Extraction Stage (%),Groundwater Category,Area / Pocket,
Maharashtra,2025,Ahmednagar,Akole,3.5 - 6.2,1.8 - 3.5,135.5,128.7,62.4,48.48%,Safe,,
Maharashtra,2025,Ahmednagar,Jamkhed,7.5 - 14.8,4.5 - 8.2,88.2,83.8,68.3,81.50%,Semi-Critical,,
Maharashtra,2025,Ahmednagar,Karjat,8.2 - 15.6,5.1 - 9.0,115.4,109.6,94.8,86.50%,Semi-Critical,,
Maharashtra,2025,Ahmednagar,Kopargaon,6.8 - 12.5,3.9 - 7.1,104.6,99.4,108.2,108.85%,Over-Exploited,,
Maharashtra,2025,Ahmednagar,Nagar,7.2 - 13.9,4.2 - 8.0,154.3,146.6,109.1,74.42%,Semi-Critical,,
Maharashtra,2025,Ahmednagar,Nevasa,4.8 - 9.5,2.5 - 5.2,168.1,159.7,98.4,61.62%,Safe,,
Maharashtra,2025,Ahmednagar,Parner,6.5 - 12.8,3.8 - 7.5,142.8,135.6,118.4,87.32%,Semi-Critical,,
Maharashtra,2025,Ahmednagar,Pathardi,7.0 - 13.5,4.0 - 7.8,102.5,97.4,82.1,84.29%,Semi-Critical,,
Maharashtra,2025,Ahmednagar,Rahata,6.2 - 11.8,3.5 - 6.8,92.1,87.5,96.4,110.17%,Over-Exploited,,
Maharashtra,2025,Ahmednagar,Rahuri,5.5 - 10.2,3.0 - 5.8,128.6,122.2,79.5,65.06%,Safe,,
Maharashtra,2025,Ahmednagar,Sangamner,6.0 - 12.1,3.4 - 7.0,158.4,150.5,155.8,103.52%,Over-Exploited,,
Maharashtra,2025,Ahmednagar,Shevgaon,5.2 - 9.8,2.8 - 5.5,110.8,105.3,68.2,64.77%,Safe,,
Maharashtra,2025,Ahmednagar,Shrigonda,6.9 - 13.2,3.7 - 7.4,148.9,141.5,125.6,88.76%,Semi-Critical,,
Maharashtra,2025,Ahmednagar,Shrirampur,5.1 - 9.6,2.9 - 5.4,98.7,93.8,62.1,66.20%,Safe,,
Maharashtra,2025,Akola,Akola,6.5 - 12.0,3.5 - 6.5,112.4,106.8,78.5,73.50%,Semi-Critical,,
Maharashtra,2025,Akola,Akot,8.0 - 15.5,4.2 - 8.9,145.8,138.5,112.3,81.08%,Semi-Critical,,
Maharashtra,2025,Akola,Telhara,7.5 - 14.8,4.0 - 8.2,98.6,93.7,82.4,87.94%,Semi-Critical,,
Maharashtra,2025,Akola,Balapur,5.8 - 11.2,3.0 - 5.8,85.3,81,52.6,64.94%,Safe,,
Maharashtra,2025,Akola,Barshitakli,5.2 - 10.5,2.8 - 5.1,118.9,113,66.8,59.12%,Safe,,
Maharashtra,2025,Akola,Murtizapur,6.0 - 11.8,3.2 - 6.0,124.5,118.3,72.1,60.95%,Safe,,
Maharashtra,2025,Akola,Patur,4.8 - 9.5,2.2 - 4.8,89.2,84.7,41.5,48.99%,Safe,,
Maharashtra,2025,Amravati,Achalpur,6.8 - 12.5,3.5 - 6.8,148.5,141.1,108.4,76.82%,Semi-Critical,,
Maharashtra,2025,Amravati,Amravati,7.5 - 14.2,4.0 - 7.5,124.6,118.4,92.5,78.13%,Semi-Critical,,
Maharashtra,2025,Amravati,Anjangaon Surji,8.2 - 15.8,4.8 - 8.5,112.4,106.8,102.3,95.79%,Critical,,
Maharashtra,2025,Amravati,Bhatkuli,5.5 - 10.2,2.8 - 5.0,94.2,89.5,54.2,60.56%,Safe,,
Maharashtra,2025,Amravati,Chandur Bazar,7.0 - 13.8,3.8 - 7.2,136.8,130,105.4,81.08%,Semi-Critical,,
Maharashtra,2025,Amravati,Chandur Railway,6.2 - 11.5,3.2 - 6.0,98.5,93.6,62.1,66.35%,Safe,,
Maharashtra,2025,Amravati,Chikhaldara,4.0 - 8.5,1.5 - 3.8,82.4,78.3,28.5,36.40%,Safe,,
Maharashtra,2025,Amravati,Daryapur,5.8 - 11.0,3.0 - 5.4,105.3,100,61.2,61.20%,Safe,,
Maharashtra,2025,Amravati,Dhamangaon Rly,6.5 - 12.0,3.4 - 6.5,110.6,105.1,74.8,71.17%,Safe,,
Maharashtra,2025,Amravati,Dharni,4.5 - 9.0,1.8 - 4.2,92.8,88.2,32.4,36.73%,Safe,,
Maharashtra,2025,Amravati,Morshi,9.5 - 19.5,5.5 - 11.2,152.4,144.8,158.6,109.53%,Over-Exploited,,
Maharashtra,2025,Amravati,Nandgaon Kh.,6.0 - 11.8,3.2 - 6.2,115.7,109.9,72.5,65.97%,Safe,,
Maharashtra,2025,Amravati,Tiosa,5.9 - 11.2,3.1 - 5.8,88.5,84.1,51.3,61.00%,Safe,,
Maharashtra,2025,Amravati,Warud,10.2 - 22.4,6.2 - 12.8,162.1,154,176.4,114.55%,Over-Exploited,,
Maharashtra,2025,Beed,Ambajogai,7.5 - 13.8,4.2 - 7.5,114.5,108.8,85.6,78.68%,Semi-Critical,,
Maharashtra,2025,Beed,Ashti,8.2 - 15.4,4.9 - 8.8,122.4,116.3,104.5,89.85%,Semi-Critical,,
Maharashtra,2025,Beed,Beed,7.8 - 14.5,4.5 - 7.9,142.6,135.5,102.3,75.50%,Semi-Critical,,
Maharashtra,2025,Beed,Dharur,6.8 - 12.2,3.5 - 6.5,68.3,64.9,48.2,74.27%,Semi-Critical,,
Maharashtra,2025,Beed,Georai,6.2 - 11.5,3.1 - 5.8,158.2,150.3,112.4,74.78%,Semi-Critical,,
Maharashtra,2025,Beed,Kaij,7.0 - 13.2,3.9 - 7.1,118.6,112.7,91.5,81.19%,Semi-Critical,,
Maharashtra,2025,Beed,Majalgaon,5.5 - 10.5,2.8 - 5.2,134.8,128.1,82.4,64.32%,Safe,,
Maharashtra,2025,Beed,Parli,7.2 - 13.9,4.0 - 7.6,96.5,91.7,72.1,78.63%,Semi-Critical,,
Maharashtra,2025,Beed,Patoda,8.5 - 16.2,5.2 - 9.5,84.1,79.9,74.5,93.24%,Critical,,
Maharashtra,2025,Beed,Shirur Kasar,8.0 - 14.8,4.8 - 8.2,72.4,68.8,58.2,84.59%,Semi-Critical,,
Maharashtra,2025,Beed,Wadwani,6.0 - 11.2,3.2 - 5.9,52.8,50.2,32.6,64.94%,Safe,,
Maharashtra,2025,Bhandara,Bhandara,5.2 - 9.8,2.0 - 4.5,118.4,112.5,54.2,48.18%,Safe,,
Maharashtra,2025,Bhandara,Tumsar,5.5 - 10.2,2.2 - 4.8,134.6,127.9,68.4,53.48%,Safe,,
Maharashtra,2025,Bhandara,Pauni,4.8 - 9.2,1.8 - 4.0,112.1,106.5,45.3,42.54%,Safe,,
Maharashtra,2025,Bhandara,Mohadi,5.8 - 10.5,2.4 - 5.0,96.5,91.7,52.1,56.82%,Safe,,
Maharashtra,2025,Bhandara,Sakoli,4.5 - 8.9,1.5 - 3.5,105.8,100.5,38.6,38.41%,Safe,,
Maharashtra,2025,Bhandara,Lakhani,5.0 - 9.5,2.1 - 4.2,88.2,83.8,41.2,49.16%,Safe,,
Maharashtra,2025,Bhandara,Lakhandur,4.2 - 8.5,1.4 - 3.2,122.3,116.2,44.8,38.55%,Safe,,
Maharashtra,2025,Buldhana,Buldhana,6.8 - 12.5,3.5 - 6.8,114.2,108.5,74.2,68.39%,Safe,,
Maharashtra,2025,Buldhana,Chikhali,7.5 - 14.2,4.2 - 7.9,145.6,138.3,114.5,82.79%,Semi-Critical,,
Maharashtra,2025,Buldhana,Deulgaon Raja,7.0 - 13.5,3.8 - 7.2,88.4,84,68.2,81.19%,Semi-Critical,,
Maharashtra,2025,Buldhana,Jalgaon Jamod,8.2 - 16.0,4.5 - 9.2,102.5,97.4,84.6,86.86%,Semi-Critical,,
Maharashtra,2025,Buldhana,Khamgaon,7.2 - 13.9,4.0 - 7.8,138.1,131.2,105.4,80.34%,Semi-Critical,,
Maharashtra,2025,Buldhana,Lonar,6.5 - 12.0,3.4 - 6.5,92.3,87.7,61.3,69.90%,Safe,,
